Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Previous Purchases,Payment Method,Sale Applied
67,Male,Boots,Footwear,76.73866072112472,Missouri,S,Teal,Spring,3.0,No,Standard,29,Debit Card,No
67,Male,Sneakers,Footwear,12.10194710387102,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,18,Cash,No
42,Male,Backpack,Accessories,11.496434500512368,Connecticut,M,Purple,Fall,4.7,No,Express,10,Debit Card,No
20,Male,Pants,Clothing,42.10962658568965,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,19,Cash,No
39,Male,Socks,Clothing,73.15160158000077,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,26,Debit Card,No
26,Male,Belt,Accessories,20.840769407219195,California,M,Lavender,Winter,3.6,No,2-Day Shipping,25,Cash,No
51,Male,Sunglasses,Accessories,52.12770666092429,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,2,Debit Card,No
31,Male,Shirt,Clothing,69.26587414745877,New York,M,Red,Summer,2.7,No,Express,19,PayPal,No
68,Male,Sneakers,Footwear,72.02410950724449,Maine,S,Blue,Spring,3.1,No,Express,32,Cash,No
44,Male,Shoes,Footwear,53.65822737863618,Georgia,L,Blue,Fall,3.2,No,2-Day Shipping,13,Cash,No
18,Male,Sandals,Footwear,95.1849133686481,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,30,PayPal,No
58,Male,Scarf,Accessories,115.75140275253116,New Mexico,S,Pink,Fall,4.4,No,Express,2,Credit Card,No
26,Male,Shirt,Clothing,-7.151197287379482,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,8,PayPal,No
57,Male,Skirt,Clothing,32.74550442867572,Florida,M,Gray,Spring,2.5,No,Free Shipping,27,PayPal,No
37,Male,Boots,Footwear,83.61715300425404,Alabama,M,Indigo,Summer,3.8,No,Next Day Air,26,Venmo,No
24,Male,Sweater,Clothing,2.201937977822705,Texas,M,Maroon,Summer,4.4,No,2-Day Shipping,3,Debit Card,No
57,Male,Sandals,Footwear,110.58949683863496,West Virginia,M,Beige,Spring,3.7,No,Express,4,Bank Transfer,No
48,Male,Jeans,Clothing,49.12347722454393,Nevada,L,Green,Fall,3.2,No,Store Pickup,5,Cash,No
39,Male,Backpack,Accessories,64.70970317378779,Virginia,M,Peach,Winter,4.9,No,Standard,25,Debit Card,No
51,Male,Skirt,Clothing,-14.07724728813507,Wisconsin,L,Black,Summer,3.9,No,Standard,47,PayPal,No
57,Male,Belt,Accessories,94.70836060418452,Virginia,S,Pink,Summer,4.5,No,Next Day Air,8,Credit Card,No
53,Male,Shoes,Footwear,22.21483210293055,Maine,S,Violet,Winter,3.4,No,Standard,20,Debit Card,No
70,Male,Socks,Clothing,33.198652605326565,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,42,Bank Transfer,No
60,Male,Backpack,Accessories,102.54753875916384,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,20,Bank Transfer,No
31,Male,Shirt,Clothing,95.21317191677302,Idaho,S,Red,Winter,4.7,No,Store Pickup,23,Cash,No
41,Male,Sweater,Clothing,-3.1764079823822406,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,26,Cash,No
62,Male,Handbag,Accessories,-27.390243116416507,Maine,M,Green,Winter,4.4,No,Standard,48,Venmo,No
59,Male,Jewelry,Accessories,41.6769908950739,Alabama,S,Black,Winter,4.0,No,Store Pickup,16,Cash,No
46,Male,Socks,Clothing,104.01022363021708,Idaho,S,Teal,Winter,4.1,No,Store Pickup,28,Cash,No
62,Male,Socks,Clothing,47.778927058788746,Arkansas,L,Silver,Fall,3.7,No,Express,39,PayPal,No
42,Male,Shirt,Clothing,33.19318830549251,Delaware,M,Turquoise,Summer,3.0,No,Express,43,Debit Card,No
37,Male,Scarf,Accessories,25.16727628735905,Maine,M,Orange,Winter,3.6,No,Express,45,Bank Transfer,No
50,Male,Shoes,Footwear,89.14245193274621,Nebraska,S,Gold,Fall,4.8,No,Standard,50,Credit Card,No
29,Male,Shoes,Footwear,64.52907600591062,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,10,Venmo,No
25,Male,Scarf,Accessories,32.52715538712438,Montana,M,Pink,Spring,4.6,No,Next Day Air,40,PayPal,No
66,Male,Sunglasses,Accessories,77.10940318333253,New Mexico,S,Green,Summer,2.8,No,Standard,38,Credit Card,No
21,Male,Socks,Clothing,72.2041981499776,North Carolina,L,Charcoal,Spring,4.0,No,Standard,2,Credit Card,No
46,Male,Blouse,Clothing,91.19320077822157,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,13,Cash,No
57,Male,Jeans,Clothing,62.84831934357534,Illinois,L,Olive,Summer,3.6,No,Express,33,Venmo,No
61,Male,Shorts,Clothing,19.820727485850025,Alabama,M,Peach,Spring,2.9,No,Store Pickup,27,PayPal,No
53,Male,T-shirt,Clothing,69.48851375616012,Oklahoma,S,Yellow,Summer,4.1,No,Express,43,Bank Transfer,No
37,Male,Blouse,Clothing,27.61848190221764,Minnesota,S,Lavender,Winter,3.1,No,Next Day Air,46,Cash,No
39,Male,Belt,Accessories,73.10573737821883,Illinois,S,Green,Summer,4.3,No,Express,7,Venmo,No
53,Male,Blouse,Clothing,61.81435123773792,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,35,Credit Card,No
35,Male,T-shirt,Clothing,40.51823204130815,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,31,Debit Card,No
69,Male,Jewelry,Accessories,28.04709744067444,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,42,Venmo,No
66,Male,Jacket,Outerwear,15.551601352355988,New York,S,Lavender,Winter,3.2,No,Next Day Air,14,PayPal,No
19,Male,Shoes,Footwear,74.42061334648943,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,35,Venmo,No
47,Male,Gloves,Accessories,33.00414129836394,New York,M,Charcoal,Summer,2.7,No,Standard,49,PayPal,No
49,Male,Jeans,Clothing,67.8139935772277,Missouri,L,Orange,Spring,3.0,No,Free Shipping,17,PayPal,No
31,Male,Jewelry,Accessories,13.442105669741643,Georgia,M,Red,Fall,4.4,No,Express,26,PayPal,No
39,Male,Pants,Clothing,35.10381367717958,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,30,Cash,No
58,Male,Jewelry,Accessories,98.5019652933527,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,32,Cash,No
45,Male,Sneakers,Footwear,46.65739568578199,Michigan,XL,Pink,Winter,3.9,No,Express,35,Bank Transfer,No
68,Male,Boots,Footwear,10.837670218494868,Rhode Island,L,Blue,Fall,2.7,No,Standard,15,Venmo,No
35,Male,Hat,Accessories,89.9254794244667,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,10,Debit Card,No
65,Male,T-shirt,Clothing,67.0825815305357,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,14,Credit Card,No
45,Male,Backpack,Accessories,31.61484280557005,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,30,Bank Transfer,No
19,Male,Sunglasses,Accessories,50.475582529106816,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,16,Credit Card,No
65,Male,Sweater,Clothing,73.48778361425455,New Jersey,XL,Gold,Spring,2.9,No,Express,14,PayPal,No
28,Male,Handbag,Accessories,38.2512265800385,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,28,Bank Transfer,No
55,Male,Backpack,Accessories,49.87179822735089,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,29,PayPal,No
66,Male,Socks,Clothing,54.01795924335944,South Dakota,L,Yellow,Spring,4.2,No,Standard,5,PayPal,No
29,Male,Shirt,Clothing,95.25256423201206,Washington,M,Brown,Winter,3.3,No,Store Pickup,17,Bank Transfer,No
56,Male,Shorts,Clothing,57.80929699857779,California,XL,Beige,Spring,3.7,No,Express,50,PayPal,No
21,Male,Belt,Accessories,60.93556494135007,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,23,Bank Transfer,No
32,Male,Sweater,Clothing,75.30724698799257,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,22,Debit Card,No
54,Male,Coat,Outerwear,51.34482684776836,South Carolina,L,Silver,Fall,2.8,No,Standard,15,Cash,No
61,Male,Shorts,Clothing,37.22365683447142,Indiana,M,Cyan,Fall,2.9,No,Standard,32,Cash,No
31,Male,Shoes,Footwear,96.31441675627391,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,5,Bank Transfer,No
27,Male,Sneakers,Footwear,68.45496272199881,Oregon,M,Blue,Spring,2.9,No,Free Shipping,6,Bank Transfer,No
64,Male,Sneakers,Footwear,110.52430804483186,Illinois,M,Olive,Fall,4.7,No,Store Pickup,44,Debit Card,No
60,Male,Pants,Clothing,40.30794969182341,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,23,Cash,No
70,Male,Jewelry,Accessories,105.72261443612436,Vermont,XL,Black,Summer,3.9,No,Store Pickup,44,Venmo,No
36,Male,T-shirt,Clothing,83.77315181922874,Texas,M,Indigo,Fall,3.4,No,Free Shipping,3,Debit Card,No
56,Male,Jewelry,Accessories,91.94631414811192,Nebraska,XL,Red,Spring,3.1,No,Express,14,Cash,No
69,Male,Jacket,Outerwear,87.646962091313,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,37,PayPal,No
39,Male,Backpack,Accessories,59.678542879459,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,22,Bank Transfer,No
38,Male,Belt,Accessories,37.31542299542284,Texas,S,Green,Winter,3.5,No,Next Day Air,2,PayPal,No
36,Male,Scarf,Accessories,77.07768874337633,Florida,M,White,Summer,3.1,No,Free Shipping,44,Debit Card,No
46,Male,Sweater,Clothing,25.21107448638001,South Carolina,S,Turquoise,Fall,4.7,No,Express,49,Debit Card,No
59,Male,Gloves,Accessories,13.996214702971768,Florida,S,Indigo,Fall,4.6,No,Free Shipping,22,Debit Card,No
64,Male,Scarf,Accessories,34.010559177131945,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,26,Bank Transfer,No
49,Male,Dress,Clothing,54.024134978582296,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,40,Debit Card,No
32,Male,Jeans,Clothing,-4.8770963226708375,Montana,L,Violet,Summer,3.1,No,Next Day Air,16,PayPal,No
29,Male,Sunglasses,Accessories,1.076380937255237,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,17,Debit Card,No
24,Male,Coat,Outerwear,66.98926301016833,Alabama,S,Cyan,Spring,4.3,No,Standard,48,Bank Transfer,No
41,Male,Jeans,Clothing,64.58575148171683,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,28,Venmo,No
41,Male,Scarf,Accessories,48.83719604705378,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,26,Credit Card,No
32,Male,Blouse,Clothing,91.04439362365056,Vermont,S,Brown,Summer,4.0,No,Standard,43,Bank Transfer,No
69,Male,Jeans,Clothing,39.93503181953973,New York,M,Teal,Fall,4.6,No,Free Shipping,38,Debit Card,No
65,Male,Dress,Clothing,118.04935068941492,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,36,Cash,No
54,Male,Hat,Accessories,97.5348952920464,Wisconsin,M,Blue,Summer,4.7,No,Standard,1,Credit Card,No
39,Male,Sandals,Footwear,95.00948719221655,California,L,Orange,Spring,4.0,No,Standard,49,Debit Card,No
37,Male,Jacket,Outerwear,69.44414288086804,Maryland,L,Gold,Spring,3.6,No,Free Shipping,41,Credit Card,No
51,Male,Socks,Clothing,48.22333764438461,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,21,Debit Card,No
26,Male,Jeans,Clothing,117.78223574840536,Washington,XL,Beige,Fall,3.0,No,Next Day Air,24,Bank Transfer,No
42,Male,Sandals,Footwear,43.484714269290805,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,27,Bank Transfer,No
21,Male,Dress,Clothing,104.40961234482424,Washington,M,Maroon,Spring,4.2,No,Store Pickup,4,Debit Card,No
53,Male,Socks,Clothing,3.56285533919689,South Carolina,M,Indigo,Spring,3.4,No,Standard,19,Venmo,No
36,Male,Hoodie,Clothing,31.924824679678714,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,1,Bank Transfer,No
21,Male,Dress,Clothing,68.35779316050058,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,27,Debit Card,No
33,Male,Sneakers,Footwear,50.528190521950336,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,5,Credit Card,No
49,Male,T-shirt,Clothing,9.958968912849793,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,20,Venmo,No
31,Male,T-shirt,Clothing,60.60673837450611,Oklahoma,L,Green,Summer,2.9,No,Express,50,PayPal,No
68,Male,Sweater,Clothing,53.50869568829539,Michigan,M,Silver,Spring,4.4,No,Free Shipping,36,Cash,No
49,Male,Shirt,Clothing,-0.7882378573465587,Oregon,M,Blue,Winter,3.6,No,Next Day Air,12,Bank Transfer,No
23,Male,Hat,Accessories,57.85345906511927,Idaho,M,Brown,Spring,4.5,No,Store Pickup,23,Cash,No
30,Male,Pants,Clothing,67.98758530704262,Indiana,S,Red,Summer,3.7,No,Store Pickup,21,Venmo,No
53,Male,Shoes,Footwear,100.76783851216766,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,47,Venmo,No
65,Male,Gloves,Accessories,28.42763048502031,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,38,Venmo,No
60,Male,Jewelry,Accessories,46.06374862164687,Vermont,M,Gray,Fall,4.4,No,Standard,40,Credit Card,No
46,Male,Pants,Clothing,64.11771995771615,Delaware,M,Black,Winter,3.3,No,Standard,35,PayPal,No
54,Male,Hoodie,Clothing,42.74414187855412,North Dakota,XL,Beige,Winter,4.2,No,Express,4,Credit Card,No
59,Male,Jewelry,Accessories,31.818383507914422,California,L,Peach,Fall,2.7,No,Free Shipping,28,Venmo,No
52,Male,Socks,Clothing,72.95625088437055,Montana,L,Cyan,Spring,3.9,No,Store Pickup,36,Debit Card,No
41,Male,Sunglasses,Accessories,99.81648690840252,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,15,Bank Transfer,No
43,Male,Belt,Accessories,57.73572867056829,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,7,Cash,No
63,Male,Dress,Clothing,35.428001693199626,Virginia,M,Brown,Spring,2.7,No,Store Pickup,29,PayPal,No
37,Male,Shirt,Clothing,31.113012507829755,Vermont,M,Magenta,Winter,2.9,No,Standard,12,Debit Card,No
44,Male,Scarf,Accessories,33.75332682409379,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,16,Bank Transfer,No
67,Male,Jacket,Outerwear,19.17944474799662,Kansas,M,Teal,Summer,2.9,No,Express,50,Debit Card,No
27,Male,Dress,Clothing,76.25230843225832,Colorado,L,Brown,Summer,3.8,No,Free Shipping,11,Debit Card,No
60,Male,Socks,Clothing,59.69208575796048,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,28,Debit Card,No
58,Male,Jewelry,Accessories,56.61479240531211,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,36,Venmo,No
53,Male,Scarf,Accessories,92.74218341583465,Missouri,S,Red,Fall,3.1,No,Next Day Air,38,PayPal,No
43,Male,Backpack,Accessories,68.44931785624092,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,32,Bank Transfer,No
32,Male,Jacket,Outerwear,46.9423823035042,Virginia,L,Teal,Fall,4.0,No,Express,42,Debit Card,No
54,Male,Coat,Outerwear,47.38374369382311,Nebraska,L,Cyan,Spring,3.7,No,Express,22,Debit Card,No
47,Male,Skirt,Clothing,82.28643389337745,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,22,Venmo,No
57,Male,Coat,Outerwear,101.30762630882488,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,31,PayPal,No
63,Male,Shoes,Footwear,52.36371451415869,Alabama,XL,Magenta,Winter,4.1,No,Express,28,Credit Card,No
70,Male,Boots,Footwear,53.76951477619455,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,40,Debit Card,No
62,Male,Coat,Outerwear,47.3923331538798,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,21,PayPal,No
40,Male,Skirt,Clothing,70.4572247193364,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,12,PayPal,No
25,Male,Backpack,Accessories,79.83628267482756,Arizona,L,Violet,Summer,3.7,No,Free Shipping,33,Credit Card,No
19,Male,Shorts,Clothing,44.91918578117952,Montana,M,Red,Fall,3.6,No,Express,9,Bank Transfer,No
25,Male,Skirt,Clothing,75.52796454206198,Vermont,M,Magenta,Fall,4.7,No,2-Day Shipping,15,Debit Card,No
21,Male,Hat,Accessories,36.03712590523973,Maine,M,Olive,Summer,3.8,No,Standard,13,Bank Transfer,No
55,Male,Sandals,Footwear,71.98040302990375,Virginia,XL,Maroon,Winter,2.9,No,Standard,35,Credit Card,No
34,Male,Sunglasses,Accessories,69.21785848692198,California,S,Yellow,Winter,4.6,No,Next Day Air,1,Debit Card,No
47,Male,Sunglasses,Accessories,63.6494946849512,New York,M,Red,Summer,2.8,No,Standard,25,Bank Transfer,No
27,Male,Socks,Clothing,54.29521682473033,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,20,Credit Card,No
67,Male,Sweater,Clothing,43.01775403712036,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,36,Venmo,No
40,Male,Boots,Footwear,98.46683328740816,New York,M,Red,Winter,3.0,No,Free Shipping,33,Cash,No
53,Male,Handbag,Accessories,94.87906395817,New Mexico,M,Brown,Fall,3.7,No,Standard,36,Cash,No
24,Male,Dress,Clothing,93.5359549073039,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,32,PayPal,No
47,Male,Hat,Accessories,68.79726877204165,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,21,Venmo,No
53,Male,Sandals,Footwear,33.981920430469685,Arkansas,L,Red,Fall,3.8,No,Next Day Air,48,Venmo,No
47,Male,Shoes,Footwear,6.430059504395079,Maryland,L,Orange,Winter,3.7,No,Free Shipping,25,PayPal,No
38,Male,Skirt,Clothing,70.93490479701906,Connecticut,S,White,Winter,4.8,No,Standard,32,PayPal,No
48,Male,Sunglasses,Accessories,-9.863776223083349,Utah,XL,White,Summer,4.6,No,Standard,45,PayPal,No
47,Male,Skirt,Clothing,39.48291191135858,Missouri,S,Charcoal,Fall,4.8,No,Standard,4,Cash,No
19,Male,T-shirt,Clothing,78.22940331456036,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,19,PayPal,No
38,Male,Sandals,Footwear,21.41772976591924,Hawaii,L,Orange,Winter,4.0,No,Standard,1,Bank Transfer,No
57,Male,Shirt,Clothing,44.61401811437367,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,12,Cash,No
70,Male,Jeans,Clothing,32.7967046965484,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,18,Venmo,No
38,Male,Shorts,Clothing,35.672771839210455,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,43,Bank Transfer,No
35,Male,Shirt,Clothing,86.49607239352126,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,31,PayPal,No
46,Male,Scarf,Accessories,67.64569806487532,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,33,Cash,No
32,Male,Handbag,Accessories,76.63287590007538,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,46,PayPal,No
38,Male,Skirt,Clothing,94.15382121450249,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,41,Debit Card,No
41,Male,Handbag,Accessories,45.77084086125936,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,41,Venmo,No
19,Male,Gloves,Accessories,88.9300955686401,Massachusetts,XL,Olive,Spring,4.6,No,Standard,9,Bank Transfer,No
18,Male,Shirt,Clothing,67.9644349699357,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,34,Cash,No
45,Male,Blouse,Clothing,114.80298077042534,West Virginia,L,Charcoal,Winter,3.3,No,Express,21,PayPal,No
23,Male,Dress,Clothing,100.61081373136749,Washington,S,Peach,Summer,3.8,No,Express,5,Debit Card,No
60,Male,Shorts,Clothing,27.698116163442627,Oregon,S,Black,Summer,2.7,No,Free Shipping,32,PayPal,No
52,Male,Shoes,Footwear,43.78284977579324,New York,L,Gray,Spring,4.5,No,Express,44,Bank Transfer,No
42,Male,Sandals,Footwear,-5.151557178292325,Iowa,S,Olive,Winter,4.8,No,Next Day Air,46,PayPal,No
29,Male,Pants,Clothing,50.31960281786037,Idaho,M,Turquoise,Summer,4.2,No,Express,42,Credit Card,No
31,Male,Jacket,Outerwear,97.32716748892668,New Jersey,S,Purple,Spring,3.5,No,Express,50,Credit Card,No
30,Male,Skirt,Clothing,67.74669033178203,Ohio,L,Green,Winter,4.9,No,Standard,33,Venmo,No
23,Male,Handbag,Accessories,72.48097952714954,Connecticut,M,Beige,Spring,4.1,No,Next Day Air,32,Cash,No
31,Male,Coat,Outerwear,35.60304953490312,Florida,M,Brown,Fall,2.9,No,Next Day Air,32,Bank Transfer,No
40,Male,Sweater,Clothing,35.03515984497481,South Carolina,M,Turquoise,Fall,4.0,No,Next Day Air,37,Venmo,No
39,Male,Shorts,Clothing,81.29714196739954,Missouri,M,Yellow,Summer,4.6,No,Store Pickup,9,Cash,No
28,Male,Skirt,Clothing,130.79077443389548,Rhode Island,S,Lavender,Fall,2.8,No,Store Pickup,6,PayPal,No
23,Male,Gloves,Accessories,64.84677945763883,Delaware,S,Cyan,Summer,5.0,No,2-Day Shipping,36,Venmo,No
42,Male,Backpack,Accessories,52.69481157791449,Colorado,S,Olive,Spring,2.9,No,Store Pickup,1,Cash,No
68,Male,Dress,Clothing,90.4721243845928,Nebraska,M,Silver,Spring,3.3,No,Free Shipping,48,Credit Card,No
24,Male,Belt,Accessories,91.13599689119997,Vermont,S,Red,Winter,3.4,No,2-Day Shipping,44,Debit Card,No
24,Male,Gloves,Accessories,89.19921929997011,Montana,XL,Green,Winter,3.0,No,Express,9,PayPal,No
21,Male,Jewelry,Accessories,90.85109154379144,Florida,M,Gold,Summer,4.7,No,Standard,32,Venmo,No
49,Male,Socks,Clothing,78.39216636475184,Delaware,L,Lavender,Fall,2.9,No,Next Day Air,14,PayPal,No
41,Male,Coat,Outerwear,64.45696949353061,Connecticut,M,Yellow,Summer,4.1,No,Store Pickup,43,Cash,No
22,Male,Handbag,Accessories,18.762761773409864,Hawaii,M,Black,Fall,3.2,No,Free Shipping,32,Bank Transfer,No
42,Male,Blouse,Clothing,129.66867402592652,New Mexico,M,Maroon,Winter,2.7,No,Store Pickup,26,Venmo,No
30,Male,Shorts,Clothing,8.5208569509971,Kansas,M,Maroon,Spring,4.7,No,Store Pickup,2,Cash,No
38,Male,Shoes,Footwear,28.666953415311703,Nevada,S,Gold,Spring,3.2,No,Free Shipping,16,PayPal,No
40,Male,Shorts,Clothing,23.41511159402676,North Carolina,M,Violet,Winter,2.5,No,Express,50,Debit Card,No
55,Male,Sandals,Footwear,34.7710653954144,New Mexico,XL,Teal,Winter,4.3,No,Next Day Air,6,PayPal,No
37,Male,Blouse,Clothing,46.03751296232505,Idaho,M,Violet,Spring,4.4,No,Free Shipping,20,PayPal,No
41,Male,Coat,Outerwear,63.24345332163885,California,M,Brown,Winter,4.7,No,Next Day Air,9,Credit Card,No
38,Male,Blouse,Clothing,134.48619246573705,Wisconsin,XL,Brown,Fall,4.0,No,Express,47,Credit Card,No
42,Male,Belt,Accessories,47.73651990814379,Alaska,S,Maroon,Spring,4.6,No,Express,33,Credit Card,No
26,Male,Blouse,Clothing,72.79412335220792,Pennsylvania,S,Maroon,Summer,3.8,No,Next Day Air,46,Cash,No
41,Male,Scarf,Accessories,21.760356444067817,Virginia,L,Yellow,Winter,3.2,No,Next Day Air,9,Credit Card,No
27,Male,Shirt,Clothing,86.51774412386072,California,L,Turquoise,Spring,5.0,No,Express,8,PayPal,No
61,Male,Socks,Clothing,29.38295554831504,Kentucky,M,Silver,Summer,3.5,No,Standard,48,Bank Transfer,No
58,Male,Jeans,Clothing,49.17026181911381,New York,M,Brown,Fall,3.7,No,Next Day Air,2,Cash,No
25,Male,Dress,Clothing,67.75744569742147,Vermont,M,Gray,Spring,4.8,No,Next Day Air,31,PayPal,No
33,Male,Boots,Footwear,124.08696219573486,Pennsylvania,M,Indigo,Summer,3.7,No,2-Day Shipping,40,Venmo,No
57,Male,Scarf,Accessories,76.18192416545402,New York,L,Turquoise,Summer,3.5,No,Free Shipping,35,Venmo,No
39,Male,Scarf,Accessories,61.39515884296364,North Carolina,M,Maroon,Summer,4.9,No,Store Pickup,40,Debit Card,No
60,Male,Gloves,Accessories,25.13454084257673,Wyoming,L,Charcoal,Summer,4.7,No,Next Day Air,27,Debit Card,No
39,Male,Pants,Clothing,5.871272463639826,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,10,Venmo,No
42,Male,Dress,Clothing,45.44812555760755,Alabama,M,Red,Summer,4.3,No,Next Day Air,23,Credit Card,No
53,Male,Dress,Clothing,108.6823205707193,Rhode Island,M,Indigo,Winter,3.1,No,Free Shipping,32,Cash,No
20,Male,Jeans,Clothing,48.1122669757132,Oregon,S,Lavender,Winter,3.4,No,2-Day Shipping,6,Debit Card,No
46,Male,Sweater,Clothing,61.73883938953691,North Dakota,XL,Red,Fall,2.7,No,Express,27,PayPal,No
46,Male,Sandals,Footwear,50.98582810846708,Illinois,L,Green,Spring,2.6,No,Store Pickup,25,Bank Transfer,No
69,Male,Handbag,Accessories,12.991845320605648,New Mexico,M,Gray,Fall,2.9,No,Next Day Air,11,Credit Card,No
28,Male,Scarf,Accessories,58.09030652710734,Colorado,XL,Violet,Summer,2.7,No,2-Day Shipping,23,PayPal,No
42,Male,Sandals,Footwear,37.64666124646818,Utah,XL,Beige,Summer,4.5,No,2-Day Shipping,44,Bank Transfer,No
30,Male,Sunglasses,Accessories,15.958193343338392,Virginia,M,Orange,Summer,3.1,No,Store Pickup,35,PayPal,No
50,Male,Sweater,Clothing,79.59915704480997,Maine,L,Purple,Winter,3.2,No,Free Shipping,45,Debit Card,No
59,Male,Pants,Clothing,82.31756459304097,Nebraska,M,Brown,Winter,3.3,No,Next Day Air,22,Bank Transfer,No
54,Male,Hat,Accessories,85.2656052791881,Hawaii,M,Maroon,Fall,2.9,No,Express,18,Debit Card,No
50,Male,Belt,Accessories,98.67734770748356,Idaho,L,Gold,Fall,4.1,No,Standard,20,Debit Card,No
25,Male,Sandals,Footwear,137.99443578333032,West Virginia,M,Indigo,Winter,2.7,No,Express,28,Credit Card,No
41,Male,Pants,Clothing,31.059485985080062,Vermont,XL,Silver,Winter,4.0,No,Store Pickup,15,Venmo,No
35,Male,Jewelry,Accessories,19.83319695957556,Indiana,XL,Red,Fall,2.6,No,Store Pickup,42,Bank Transfer,No
67,Male,Sunglasses,Accessories,54.049163887296814,Idaho,M,Magenta,Winter,3.5,No,Store Pickup,20,Debit Card,No
33,Male,Blouse,Clothing,105.88383942999872,Minnesota,S,Purple,Fall,2.8,No,Store Pickup,16,Bank Transfer,No
19,Male,Belt,Accessories,58.37551653563794,Wyoming,XL,Beige,Fall,4.5,No,Store Pickup,47,Cash,No
25,Male,Shorts,Clothing,75.01253923357149,Kansas,XL,White,Fall,3.0,No,Free Shipping,34,Credit Card,No
32,Male,Pants,Clothing,92.42608064546025,Georgia,M,Teal,Summer,4.4,No,Store Pickup,30,Credit Card,No
30,Male,Sandals,Footwear,93.39206009027274,Kansas,M,Gray,Fall,4.7,No,Next Day Air,5,PayPal,No
18,Male,Gloves,Accessories,12.991528685225898,Nebraska,L,Charcoal,Winter,4.3,No,Standard,38,Cash,No
